Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Deltas,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
SprintzDelta_16b -49,67944726,1157.79,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3281.71,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.97
SprintzDelta_16b -50,68066248,1071.21,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3314.7,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,34.03
SprintzDelta_16b -51,68051718,1139.15,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3454.94,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,34.03
SprintzDelta_16b -52,67908224,1142.77,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3398.34,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.95
SprintzDelta_16b -53,68080548,1111.9,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3298.89,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,34.04
SprintzDelta_16b -54,67909936,1072.41,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3369.74,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.95
SprintzDelta_16b -55,67952140,1121.28,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3522.81,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.98
SprintzDelta_16b -56,67992472,1181.19,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3477.21,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,34.0
SprintzDelta_16b -57,67842768,1079.76,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3374.27,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.92
SprintzDelta_16b -58,67976804,1156.33,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3526.67,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.99
SprintzDelta_16b -59,67873820,1115.95,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3454.93,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.94
SprintzDelta_16b -60,67862504,1154.07,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3553.71,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.93
SprintzDelta_16b -61,67927822,1139.48,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3432.35,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.96
SprintzDelta_16b -62,67803372,1153.97,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3477.4,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.9
SprintzDelta_16b -63,67890034,1124.67,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3537.91,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.95
SprintzDelta_16b -64,67838472,1143.05,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3591.53,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.92
SprintzDelta_16b -65,67796808,1045.55,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3240.13,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.9
SprintzDelta_16b -66,67869808,1098.87,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3247.76,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.93
SprintzDelta_16b -67,67765976,1071.15,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3269.63,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.88
SprintzDelta_16b -68,67817196,1086.96,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3351.14,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.91
SprintzDelta_16b -69,67803774,1164.9,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3293.49,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.9
SprintzDelta_16b -70,67748910,1112.83,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3293.51,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.87
SprintzDelta_16b -71,67811692,1119.2,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3283.42,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.91
SprintzDelta_16b -72,67739800,1128.98,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3453.31,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.87
SprintzDelta_16b -73,67760232,1150.62,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3345.69,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.88
SprintzDelta_16b -74,67768638,1096.53,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3307.65,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.88
SprintzDelta_16b -75,67710118,1075.87,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3342.27,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.86
SprintzDelta_16b -76,67762104,1134.18,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3348.15,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.88
SprintzDelta_16b -77,67712088,1148.12,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3374.63,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.86
SprintzDelta_16b -78,67712688,1147.2,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3432.86,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.86
SprintzDelta_16b -79,67732638,1044.16,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3344.24,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.87
SprintzDelta_16b -80,67676456,1130.51,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,3581.06,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.84
SprintzDelta_Huf_16b -1,63903946,484.21,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,663.11,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,31.95
SprintzDelta_Huf_16b -2,63902348,516.91,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,831.58,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,31.95
SprintzDelta_Huf_16b -3,66901361,432.2,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,665.14,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.45
SprintzDelta_Huf_16b -4,70866877,471.82,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,753.19,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,35.43
SprintzDelta_Huf_16b -5,68909494,408.41,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,771.43,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,34.45
SprintzDelta_Huf_16b -6,67768655,439.55,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,878.37,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.88
SprintzDelta_Huf_16b -7,69498798,485.04,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,907.23,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,34.75
SprintzDelta_Huf_16b -8,65123434,535.6,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1031.84,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.56
SprintzDelta_Huf_16b -9,67817073,459.89,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1015.03,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.91
SprintzDelta_Huf_16b -10,67275725,489.52,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1032.5,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.64
SprintzDelta_Huf_16b -11,66238726,512.85,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1090.44,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.12
SprintzDelta_Huf_16b -12,67523009,628.85,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1085.6,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.76
SprintzDelta_Huf_16b -13,65821818,627.7,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1100.19,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.91
SprintzDelta_Huf_16b -14,66746259,626.86,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1122.82,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.37
SprintzDelta_Huf_16b -15,66818772,632.62,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1135.45,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.41
SprintzDelta_Huf_16b -16,65175199,657.46,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1207.74,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.59
SprintzDelta_Huf_16b -17,66715429,638.68,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1078.87,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.36
SprintzDelta_Huf_16b -18,65528779,669.22,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1124.09,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.76
SprintzDelta_Huf_16b -19,66111680,656.79,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1132.6,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.06
SprintzDelta_Huf_16b -20,65964022,675.79,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1127.86,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.98
SprintzDelta_Huf_16b -21,65646716,675.32,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1127.79,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.82
SprintzDelta_Huf_16b -22,66051178,662.4,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1120.62,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.03
SprintzDelta_Huf_16b -23,65543391,644.28,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1173.09,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.77
SprintzDelta_Huf_16b -24,65750997,675.43,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1095.58,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.88
SprintzDelta_Huf_16b -25,65941778,648.61,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1129.07,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.97
SprintzDelta_Huf_16b -26,65325882,670.51,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1147.56,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.66
SprintzDelta_Huf_16b -27,66125836,643.49,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1183.88,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.06
SprintzDelta_Huf_16b -28,65607677,684.45,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1183.46,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.8
SprintzDelta_Huf_16b -29,65207031,669.21,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1204.23,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.6
SprintzDelta_Huf_16b -30,65677365,644.83,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1173.5,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.84
SprintzDelta_Huf_16b -31,65484049,669.3,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1187.13,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.74
SprintzDelta_Huf_16b -32,65073172,672.94,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1234.81,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.54
SprintzDelta_Huf_16b -33,65734232,678.24,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1164.99,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.87
SprintzDelta_Huf_16b -34,65141608,689.7,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1112.96,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.57
SprintzDelta_Huf_16b -35,65301556,660.64,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1139.54,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.65
SprintzDelta_Huf_16b -36,64948907,664.71,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1168.56,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.47
SprintzDelta_Huf_16b -37,65133226,665.19,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1179.13,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.57
SprintzDelta_Huf_16b -38,65466092,675.76,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1172.28,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.73
SprintzDelta_Huf_16b -39,65580566,695.33,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1205.34,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.79
SprintzDelta_Huf_16b -40,64928689,670.07,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1213.92,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.46
SprintzDelta_Huf_16b -41,65408588,677.06,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1162.9,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.7
SprintzDelta_Huf_16b -42,66134292,663.67,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1133.58,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.07
SprintzDelta_Huf_16b -43,65676987,654.64,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1170.94,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.84
SprintzDelta_Huf_16b -44,64930473,674.23,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1201.82,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.47
SprintzDelta_Huf_16b -45,66187739,671.38,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1169.0,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.09
SprintzDelta_Huf_16b -46,65776350,674.22,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1201.27,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.89
SprintzDelta_Huf_16b -47,65441157,692.08,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1199.6,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.72
SprintzDelta_Huf_16b -48,65358277,705.38,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1212.84,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.68
SprintzDelta_Huf_16b -49,65052125,659.76,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1136.87,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.53
SprintzDelta_Huf_16b -50,65065343,671.84,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1150.89,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.53
SprintzDelta_Huf_16b -51,65051260,650.56,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1156.39,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.53
SprintzDelta_Huf_16b -52,65025371,656.93,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1179.17,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.51
SprintzDelta_Huf_16b -53,65282368,682.65,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1164.33,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.64
SprintzDelta_Huf_16b -54,65370455,651.83,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1153.96,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.69
SprintzDelta_Huf_16b -55,65680903,676.68,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1159.84,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.84
SprintzDelta_Huf_16b -56,66030616,669.58,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1186.6,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.02
SprintzDelta_Huf_16b -57,66340861,677.19,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1158.46,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.17
SprintzDelta_Huf_16b -58,64920184,673.01,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1188.84,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.46
SprintzDelta_Huf_16b -59,65378050,647.28,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1162.72,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.69
SprintzDelta_Huf_16b -60,65953810,666.05,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1160.39,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.98
SprintzDelta_Huf_16b -61,66588779,658.59,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1170.79,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.29
SprintzDelta_Huf_16b -62,65162425,656.51,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1181.45,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.58
SprintzDelta_Huf_16b -63,65967156,669.74,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1187.63,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.98
SprintzDelta_Huf_16b -64,64493822,683.27,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1200.8,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.25
SprintzDelta_Huf_16b -65,65396655,644.84,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1160.94,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.7
SprintzDelta_Huf_16b -66,66350096,647.71,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1135.8,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.18
SprintzDelta_Huf_16b -67,64996096,666.8,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1132.0,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.5
SprintzDelta_Huf_16b -68,66055537,671.21,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1136.91,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.03
SprintzDelta_Huf_16b -69,64746008,667.57,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1179.5,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.37
SprintzDelta_Huf_16b -70,65872372,675.56,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1158.73,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.94
SprintzDelta_Huf_16b -71,64635195,673.21,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1189.33,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.32
SprintzDelta_Huf_16b -72,65865820,681.4,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1175.57,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.93
SprintzDelta_Huf_16b -73,64631813,668.2,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1163.03,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.32
SprintzDelta_Huf_16b -74,66019269,651.87,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1147.53,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.01
SprintzDelta_Huf_16b -75,64795540,646.35,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1170.35,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.4
SprintzDelta_Huf_16b -76,66282670,667.41,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1178.46,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.14
SprintzDelta_Huf_16b -77,65129026,657.86,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1144.84,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.56
SprintzDelta_Huf_16b -78,66602846,639.41,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1178.74,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,33.3
SprintzDelta_Huf_16b -79,65588895,665.46,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1170.27,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.79
SprintzDelta_Huf_16b -80,64371553,684.57,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=4.dat,1198.1,False,/synthetic/synth_100M_u16_ratio=4.dat,-1,10,16,c,200000000,32.19
Memcpy,100000000,8539.98,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=4.dat,8076.09,False,/synthetic/synth_100M_u8_ratio=4.dat,-1,10,16,c,100000000,100.0
SprintzXff_Huf_16b -1,61925655,292.02,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=4.dat,348.38,False,/synthetic/synth_100M_u8_ratio=4.dat,-1,10,16,c,100000000,61.93
